miR-30a/30a-5p/30b/30b-5p/30cde/384-5p,3686
miR-340/340-5p,3580
miR-181,3344
miR-27ab,3276
miR-124/506,3232
miR-144,3024
miR-17-5p/20/93.mr/106/519.d,3004
miR-200bc/429,2968
miR-19,2936
miR-300,2912
miR-23ab,2880
miR-15/16/195/424/497,2862
miR-128,2786
miR-101,2762
miR-130/301,2744
miR-182,2734
miR-137,2636
miR-25/32/92/92ab/363/367,2630
miR-96/1271,2514
miR-9,2510
miR-495/1192,2492
miR-543,2386
miR-590/590-3p,2366
miR-26ab/1297,2354
miR-374/374ab,2282
miR-153,2252
miR-448,2244
miR-148/152,2232
miR-186,2132
miR-320/320abcd,2078
miR-218,2070
miR-141/200a,2066
miR-410,2064
miR-29abc,2056
let-7/98,2044
miR-106/302,2014
miR-203,1948
miR-103/107,1876
miR-1/206,1746
miR-145,1732
miR-494,1698
miR-204/211,1690
miR-202/202-3p,1670
miR-133,1656
miR-135,1622
miR-129/129-5p,1536
miR-539,1530
miR-125/351,1520
miR-221/222,1500
miR-34a/34b-5p/34c/34c-5p/449/449abc/699,1492
miR-377,1448
miR-214/761,1372
miR-544,1366
miR-132/212,1356
miR-33/33ab,1334
miR-139-5p,1318
miR-421,1306
miR-199/199-5p,1304
miR-194,1284
miR-138,1258
miR-183,1246
miR-24,1242
miR-217,1204
miR-503,1190
miR-205,1122
miR-7/7ab,1098
miR-219/219-5p,1058
miR-155,1058
miR-224,1050
miR-142-3p,1006
miR-329/362-3p,984
miR-22,960
miR-376c,952
miR-140/140-5p/876-3p,940
miR-21/590-5p,936
miR-499/499-5p,928
miR-10,922
miR-143,910
miR-433,858
miR-342/342-3p,856
miR-488,846
miR-290-5p/292-5p/371-5p,836
miR-326/330/330-5p,822
miR-216/216a,816
miR-31,812
miR-223,810
miR-365,808
miR-338/338-3p,802
miR-216/216b,784
miR-18ab,782
miR-196ab,776
miR-592/599,758
miR-376/376ab/376b-3p,756
miR-425/489,752
miR-455/455-5p,746
miR-340/340-5p:2,736
miR-149,734
miR-542/542-3p,728
miR-370,720
miR-181:1,714
miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:1,712
miR-384/384-3p,700
miR-758,700
miR-382,700
miR-197,698
miR-181:2,678
miR-340/340-5p:1,676
miR-375,662
miR-335/335-5p,648
miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:2,636
miR-653,634
miR-190,634
miR-15/16/195/424/497:2,622
miR-485/485-5p,622
miR-124/506:2,622
miR-208/208ab,622
miR-193ab,610
miR-17-5p/20/93.mr/106/519.d:2,606
miR-505.hm,592
miR-486/486-5p,590
miR-873,584
miR-300:1,576
miR-300:2,572
miR-136,572
miR-876-5p,554
miR-361/361-5p,552
miR-185/882,552
miR-124/506:1,552
miR-101:2,552
miR-874,542
miR-144:2,542
miR-150,540
miR-495/1192:2,538
miR-15/16/195/424/497:1,536
miR-590/590-3p:2,534
miR-200bc/429:1,532
miR-200bc/429:2,526
miR-590/590-3p:1,522
miR-19:1,522
miR-495/1192:1,514
miR-339-5p,510
miR-504,508
miR-17-5p/20/93.mr/106/519.d:1,504
miR-146,498
miR-26ab/1297:1,492
miR-496,488
miR-490/490-3p,482
miR-23ab:2,478
miR-26ab/1297:2,474
miR-27ab:1,466
miR-125a-3p,464
miR-383,460
miR-19:2,454
miR-875-5p,448
miR-130/301:1,446
miR-144:1,444
miR-431,442
miR-122,442
miR-137:1,430
miR-154,426
miR-25/32/92/92ab/363/367:2,422
miR-27ab:2,412
miR-101:1,412
miR-324-5p,410
miR-130/301:2,402
miR-378/422a,398
miR-128:1,394
miR-25/32/92/92ab/363/367:1,390
miR-134,380
miR-182:1,374
miR-202/202-3p:1,372
miR-328,370
miR-23ab:1,366
let-7/98:2,364
miR-411,362
let-7/98:1,360
miR-128:2,360
miR-182:2,360
miR-28/28-5p/708,356
miR-29abc:2,356
miR-203:1,354
miR-202/202-3p:2,352
miR-448:1,352
miR-29abc:1,346
miR-346,340
miR-410:1,338
miR-192/215,338
miR-153:1,338
miR-9:2,330
miR-96/1271:1,328
miR-374/374ab:1,326
miR-129/129-5p:1,322
miR-106/302:2,320
miR-410:2,316
miR-96/1271:2,316
miR-129/129-5p:2,306
miR-218:2,306
miR-186:2,306
miR-543:2,306
miR-491/491-5p,304
miR-137:2,302
miR-9:1,302
miR-153:2,300
miR-203:2,296
miR-374/374ab:2,294
miR-186:1,286
miR-448:2,284
miR-141/200a:2,280
miR-543:1,280
miR-1/206:1,276
miR-379,272
miR-141/200a:1,270
miR-320/320abcd:2,264
miR-106/302:1,252
miR-296/296-3p,250
miR-218:1,248
miR-299/299-3p,240
miR-145:1,236
miR-145:2,234
miR-148/152:1,230
miR-34a/34b-5p/34c/34c-5p/449/449abc/699:2,220
miR-148/152:2,218
miR-99ab/100,216
miR-1/206:2,212
miR-191,204
miR-320/320abcd:1,198
miR-103/107:1,198
miR-103/107:2,184
miR-539:2,166
miR-34a/34b-5p/34c/34c-5p/449/449abc/699:1,166
miR-155:1,164
miR-214/761:1,156
miR-539:1,152
miR-340/340-5p:3,144
miR-329/362-3p:1,144
miR-377:2,144
miR-494:2,142
miR-15/16/195/424/497:3,140
miR-377:1,140
miR-24:2,138
miR-33/33ab:1,138
miR-155:2,136
miR-544:1,132
miR-214/761:2,128
miR-494:1,124
miR-590/590-3p:3,122
miR-135:1,120
miR-24:1,118
miR-125/351:1,118
miR-135:2,116
miR-33/33ab:2,114
miR-329/362-3p:2,112
miR-27ab:3,110
miR-7/7ab:2,110
miR-217:2,108
miR-421:1,104
miR-204/211:1,104
miR-138:2,102
miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:3,102
miR-124/506:3,102
miR-133:1,102
miR-204/211:2,100
let-7/98:3,98
miR-21/590-5p:1,96
miR-194:1,96
miR-217:1,96
miR-22:2,94
miR-125/351:2,94
miR-421:2,92
miR-338/338-3p:2,92
miR-126/126-3p,88
miR-199/199-5p:2,88
miR-133:2,88
miR-21/590-5p:2,86
miR-410:3,86
miR-544:2,86
miR-219/219-5p:1,84
miR-199/199-5p:1,84
miR-23ab:3,84
miR-142-3p:2,82
miR-181:3,82
miR-183:2,82
miR-338/338-3p:1,82
miR-129/129-5p:3,80
miR-503:2,80
miR-7/7ab:1,80
miR-128:3,78
miR-202/202-3p:3,78
miR-22:1,78
miR-184,78
miR-29abc:3,76
miR-149:1,74
miR-138:1,74
miR-495/1192:3,72
miR-210,72
miR-503:1,72
miR-221/222:2,72
miR-200bc/429:3,72
miR-194:2,70
miR-132/212:1,70
miR-101:3,70
miR-499/499-5p:2,68
miR-18ab:2,66
miR-205:1,64
miR-290-5p/292-5p/371-5p:2,64
miR-300:3,62
miR-219/219-5p:2,62
miR-149:2,60
miR-142-3p:1,60
miR-31:1,60
miR-130/301:3,60
miR-183:1,60
miR-326/330/330-5p:2,60
miR-19:3,60
miR-290-5p/292-5p/371-5p:1,60
miR-384/384-3p:2,58
miR-96/1271:3,58
miR-139-5p:1,58
miR-221/222:1,58
miR-196ab:2,58
miR-224:1,56
miR-451,56
miR-876-5p:2,56
miR-15/16/195/424/497:4,56
miR-490/490-3p:1,54
miR-182:3,54
miR-205:2,54
miR-141/200a:3,54
miR-143:2,54
miR-144:3,54
miR-190:1,52
miR-218:3,52
miR-18ab:1,52
miR-122:2,52
miR-223:2,52
miR-132/212:2,50
miR-26ab/1297:3,50
miR-487/487b,48
miR-224:2,48
miR-139-5p:2,48
miR-455/455-5p:1,48
miR-196ab:1,48
miR-145:3,48
miR-490/490-3p:2,46
miR-186:3,46
miR-17-5p/20/93.mr/106/519.d:3,46
miR-31:2,44
miR-376/376ab/376b-3p:1,44
miR-486/486-5p:1,44
miR-181:4,42
miR-376/376ab/376b-3p:2,42
miR-320/320abcd:3,42
miR-143:1,42
miR-592/599:1,42
miR-653:2,42
miR-488:2,42
miR-203:3,40
miR-505.hm:2,40
miR-542/542-3p:2,40
miR-137:3,38
miR-9:3,38
miR-499/499-5p:1,38
miR-376c:1,38
miR-365:2,38
miR-185/882:1,38
miR-27ab:4,36
miR-128:4,36
miR-505.hm:1,36
miR-208/208ab:1,36
miR-208/208ab:2,36
miR-190:2,34
miR-138:3,34
miR-384/384-3p:1,34
miR-326/330/330-5p:1,34
miR-150:2,34
miR-150:1,34
miR-1/206:3,34
miR-122:1,34
miR-185/882:2,34
miR-127,34
miR-433:1,32
miR-499/499-5p:3,32
miR-376c:2,32
miR-653:1,32
miR-543:3,32
miR-106/302:3,30
miR-374/374ab:3,30
miR-339-5p:1,30
miR-376c:3,28
miR-375:2,28
miR-103/107:3,28
miR-223:1,28
miR-187,26
miR-25/32/92/92ab/363/367:3,26
miR-339-5p:2,26
miR-202/202-3p:4,24
miR-370:2,24
miR-197:2,24
miR-9:12,24
miR-382:1,24
miR-199/199-5p:3,24
miR-455/455-5p:2,24
miR-874:1,24
miR-146:1,24
miR-19:4,24
miR-29abc:4,24
miR-542/542-3p:1,24
miR-223:3,24
let-7/98:5,22
miR-410:4,22
miR-551ab,22
miR-448:3,22
miR-539:3,22
miR-328:1,22
miR-370:1,22
miR-592/599:2,22
miR-873:2,22
miR-144:4,22
miR-200bc/429:4,22
miR-365:1,22
miR-361/361-5p:1,20
miR-329/362-3p:3,20
miR-153:3,20
miR-144:6,20
miR-144:5,20
miR-196ab:3,20
miR-34a/34b-5p/34c/34c-5p/449/449abc/699:3,20
miR-21/590-5p:3,18
miR-361/361-5p:2,18
miR-433:2,18
miR-216/216b:2,18
miR-182:4,18
miR-9:11,18
miR-450a/450a-5p,18
miR-23ab:4,18
miR-125a-3p:1,18
miR-125a-3p:2,18
miR-874:2,18
miR-876-5p:1,18
miR-486/486-5p:2,18
miR-375:1,18
miR-146:2,18
miR-136:1,18
miR-342/342-3p:1,18
miR-142-3p:4,16
miR-491/491-5p:2,16
let-7/98:4,16
miR-346:1,16
miR-340/340-5p:4,16
miR-205:3,16
miR-329/362-3p:4,16
miR-196ab:4,16
miR-378/422a:1,16
miR-142-3p:3,14
miR-140/140-5p/876-3p:2,14
miR-96/1271:4,14
miR-328:2,14
miR-382:2,14
miR-33/33ab:3,14
miR-485/485-5p:1,14
miR-148/152:3,14
miR-28/28-5p/708:2,14
miR-488:1,14
miR-342/342-3p:2,14
miR-379:1,12
miR-129/129-5p:4,12
let-7/98:6,12
miR-384/384-3p:3,12
miR-140/140-5p/876-3p:1,12
miR-340/340-5p:5,12
miR-411:1,12
miR-9:8,12
miR-10:2,12
miR-503:3,12
miR-15/16/195/424/497:7,12
miR-154:2,12
miR-155:3,12
miR-485/485-5p:2,12
miR-377:3,12
miR-28/28-5p/708:1,12
miR-425/489:2,10
miR-126/126-3p:2,10
miR-495/1192:4,10
miR-346:2,10
miR-411:2,10
miR-9:7,10
miR-9:9,10
miR-204/211:3,10
miR-499/499-5p:4,10
miR-124/506:4,10
miR-200bc/429:5,10
miR-25/32/92/92ab/363/367:4,10
miR-136:2,10
miR-379:2,8
miR-491/491-5p:1,8
miR-425/489:1,8
miR-126/126-3p:1,8
miR-129/129-5p:5,8
miR-203:4,8
miR-216/216b:1,8
miR-9:4,8
miR-875-5p:2,8
miR-875-5p:1,8
miR-130/301:4,8
miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:4,8
miR-758:1,8
miR-150:3,8
miR-99ab/100:2,8
miR-197:1,8
miR-15/16/195/424/497:5,8
miR-15/16/195/424/497:6,8
miR-365:3,8
miR-31:3,6
miR-340/340-5p:6,6
miR-205:4,6
miR-30a/30a-5p/30b/30b-5p/30cde/384-5p:5,6
miR-194:3,6
miR-217:3,6
miR-320/320abcd:4,6
miR-221/222:3,6
miR-221/222:4,6
miR-29abc:5,6
miR-29abc:6,6
miR-29abc:8,6
miR-200bc/429:6,6
miR-103/107:4,6
miR-101:4,6
miR-378/422a:2,6
miR-224:3,4
miR-216/216a:2,4
miR-9:5,4
miR-9:6,4
miR-10:1,4
miR-504:1,4
miR-504:2,4
miR-99ab/100:1,4
miR-9:10,4
miR-9:13,4
miR-590/590-3p:4,4
miR-154:1,4
miR-125/351:3,4
miR-873:1,4
miR-145:4,4
miR-615-3p,4
miR-133:3,4
miR-133:4,4
miR-19:5,4
miR-29abc:7,4
miR-103/107:5,4
miR-185/882:3,4
miR-149:3,2
miR-193ab:2,2
miR-193ab:1,2
miR-384/384-3p:5,2
miR-384/384-3p:4,2
miR-216/216a:1,2
miR-218:4,2
miR-499/499-5p:5,2
miR-143:3,2
miR-485/485-5p:3,2
miR-485/485-5p:4,2
miR-208/208ab:3,2
miR-34a/34b-5p/34c/34c-5p/449/449abc/699:4,2
miR-192/215:2,2
miR-192/215:1,2
